timestamp,device_id,voltage,current,power,frequency,temperature,latency,packet_loss,throughput,duplicate_packet,checksum_valid,authentication_fail,label
2024-01-01 11:42:30,SGD-0019,362.7721,4.8409,543.9913,51.0723,68.2365,650.312,64.0091,34.7634,2.0,0,5,1
2024-01-01 09:49:05,SGD-0036,219.9191,5.2442,1095.6327,50.0,30.0,208.4703,15.6947,36.2824,27.0,1,2,1
2024-01-01 06:57:50,SGD-0037,219.6843,6.5328,1363.3934,49.9166,27.3897,20.8755,0.3336,93.3756,1.0,1,0,0
2024-01-01 02:03:35,SGD-0047,217.14,4.7727,984.5324,49.8375,39.949,22.3209,1.4493,97.4572,0.0,1,0,0
2024-01-01 05:08:00,SGD-0023,219.5477,5.0714,1057.7341,50.1409,32.7594,28.3325,1.2772,91.4877,0.0,1,0,0
2024-01-01 06:17:25,SGD-0035,220.6281,4.6168,967.6649,50.1845,36.41,13.1699,0.5697,92.0948,1.0,1,0,0
2024-01-01 05:52:45,SGD-0048,221.0169,5.771,1211.7243,49.9121,38.4172,13.2573,0.9842,99.6056,0.0,1,0,0
2024-01-01 01:42:10,SGD-0006,219.7733,7.5375,1573.7213,49.9647,32.546,16.9403,0.7078,93.9004,1.0,1,0,0
2024-01-01 04:48:00,SGD-0026,220.6256,5.4356,1139.2617,50.1466,27.0055,17.6055,0.2202,91.21,2.0,1,0,0
2024-01-01 02:10:50,SGD-0008,220.6105,5.0816,1064.9994,49.8581,32.2284,20.0875,1.7104,98.3999,1.0,1,0,0
2024-01-01 11:31:45,SGD-0035,371.0721,1.0225,4361.9288,58.1703,58.9486,196.7118,60.6346,29.7202,15.0,1,1,1
2024-01-01 12:27:40,SGD-0013,215.6226,5.3522,1096.3568,50.0,32.7404,19.4894,1.9732,92.5363,1.0,1,0,2
2024-01-01 06:43:30,SGD-0033,222.2715,6.6123,1396.2389,50.1299,34.3945,9.984,1.4374,98.1884,1.0,1,0,0
2024-01-01 09:57:20,SGD-0007,222.7081,3.5249,745.7763,50.0,30.0,158.4678,45.1008,25.5432,8.0,1,3,1
2024-01-01 08:23:15,SGD-0024,171.0488,28.3991,2777.6855,50.4259,69.4312,237.0055,19.2455,26.6794,9.0,0,0,1
2024-01-01 12:35:20,SGD-0030,215.6226,5.3522,1096.3568,50.0,32.7404,27.2399,0.1693,97.3886,0.0,1,0,2
2024-01-01 06:15:50,SGD-0036,220.6055,4.8351,1013.3141,50.1519,31.725,17.3884,0.43,97.8387,0.0,1,0,0
2024-01-01 10:44:35,SGD-0041,211.7288,3.6695,1934.795,48.3989,37.8621,701.4165,74.8899,17.1987,39.0,0,8,1
2024-01-01 09:44:00,SGD-0031,216.4254,3.006,618.0449,50.0,30.0,407.3554,43.6346,39.5534,22.0,1,5,1
2024-01-01 00:12:40,SGD-0011,219.278,5.0018,1041.9381,49.8552,31.4885,9.1565,1.6779,94.2317,2.0,1,0,0
2024-01-01 03:06:40,SGD-0031,218.7617,5.5169,1146.5509,50.1225,29.2779,12.0044,1.3206,93.5008,2.0,1,0,0
2024-01-01 07:19:25,SGD-0024,218.9495,4.1994,873.4816,49.945,36.9628,19.201,1.0991,93.6809,2.0,1,0,0
2024-01-01 02:50:10,SGD-0006,221.586,5.1496,1084.0167,50.0507,35.6407,11.271,1.3518,94.1628,0.0,1,0,0
2024-01-01 03:26:55,SGD-0012,221.8014,6.6118,1393.1857,49.9648,32.2554,11.114,1.8772,97.3032,0.0,1,0,0
2024-01-01 08:50:30,SGD-0037,163.7463,26.3161,5499.014,50.5382,32.3822,76.0832,35.4671,35.3674,3.0,1,2,1
2024-01-01 11:46:20,SGD-0016,399.2231,7.0478,4395.7921,45.5769,29.8203,298.9581,48.3349,47.6079,18.0,0,3,1
2024-01-01 12:09:15,SGD-0026,245.6145,4.4857,1417.8269,50.0212,48.4791,42.0525,2.5032,77.0938,0.0,1,0,2
2024-01-01 07:14:00,SGD-0028,222.2634,4.6695,985.9564,50.0962,32.3677,5.0086,1.5167,95.4004,0.0,1,0,0
2024-01-01 00:53:05,SGD-0006,219.0047,6.0231,1253.1377,50.1243,32.217,16.664,0.3019,94.228,2.0,1,0,0
2024-01-01 13:48:25,SGD-0014,215.6044,3.9958,818.4403,49.95,57.0978,8.957,4.9423,98.4148,2.0,1,0,2
2024-01-01 05:44:55,SGD-0034,219.9253,5.9147,1235.7625,49.845,38.7909,6.2544,0.2972,98.1783,0.0,1,0,0
2024-01-01 04:01:15,SGD-0042,220.5118,4.0274,843.6908,49.8274,28.6621,6.945,0.952,94.5802,0.0,1,0,0
2024-01-01 04:49:35,SGD-0050,222.8415,6.2102,1314.6914,49.833,32.6014,22.8264,1.5796,94.5689,0.0,1,0,0
2024-01-01 05:20:25,SGD-0002,219.162,5.013,1043.7285,50.0357,37.8163,22.2704,0.7715,99.3784,1.0,1,0,0
2024-01-01 08:33:40,SGD-0034,124.3847,29.167,3698.5911,55.523,71.8569,139.5153,17.864,33.2194,4.0,0,1,1
2024-01-01 06:49:10,SGD-0012,222.472,4.8616,1027.4814,50.1811,31.1071,14.8036,1.2467,96.75,2.0,1,0,0
2024-01-01 12:08:50,SGD-0022,244.8935,8.2063,1497.0725,50.3704,38.1005,13.6282,4.3555,73.5326,1.0,1,0,2
2024-01-01 07:00:15,SGD-0042,219.5137,6.866,1431.82,50.0875,37.6291,29.36,1.7568,94.4485,0.0,1,0,0
2024-01-01 11:20:10,SGD-0002,390.9464,46.9093,4568.919,47.5696,63.3182,136.382,30.9592,49.5881,2.0,0,4,1
2024-01-01 00:47:30,SGD-0034,220.8236,5.27,1105.5505,50.1869,27.2496,6.6611,1.5218,94.6655,2.0,1,0,0
2024-01-01 03:03:05,SGD-0016,221.0475,5.1728,1086.2649,50.1058,26.582,20.2362,0.0594,93.8848,2.0,1,0,0
2024-01-01 05:45:15,SGD-0009,218.597,6.0494,1256.2559,50.1858,37.4522,9.6386,1.2478,90.5082,1.0,1,0,0
2024-01-01 11:17:10,SGD-0046,111.0258,24.0902,1813.6264,63.1553,52.1371,518.7933,49.9519,14.6865,4.0,1,3,1
2024-01-01 06:33:05,SGD-0005,221.4016,3.9426,829.2451,49.893,28.8259,29.3027,1.388,92.5109,2.0,1,0,0
2024-01-01 05:06:30,SGD-0026,219.5389,5.5786,1163.4738,50.1659,36.6335,14.3113,0.0499,93.32,0.0,1,0,0
2024-01-01 01:02:35,SGD-0023,220.1294,5.1015,1066.8349,49.8548,33.3023,12.5988,0.6959,93.5613,0.0,1,0,0
2024-01-01 12:56:05,SGD-0006,232.0141,6.2951,2065.1491,49.9664,80.8877,57.0869,6.7496,75.5668,3.0,1,0,2
2024-01-01 06:40:30,SGD-0029,219.981,5.253,1097.7813,49.9756,32.5479,19.1045,0.7074,97.9533,0.0,1,0,0
2024-01-01 10:11:00,SGD-0039,226.2089,7.1409,868.9768,49.1168,41.9593,850.8244,64.5434,4.7461,23.0,1,7,1
2024-01-01 07:57:35,SGD-0048,221.8026,4.5925,967.6996,50.0396,29.8668,13.5579,0.4963,90.241,0.0,1,0,0
2024-01-01 07:01:15,SGD-0040,219.0987,6.602,1374.1713,49.8338,30.3764,9.552,0.7551,96.7427,2.0,1,0,0
2024-01-01 03:37:20,SGD-0006,218.4929,5.6336,1169.3529,50.0056,37.4453,12.4405,1.065,94.7501,2.0,1,0,0
2024-01-01 10:42:30,SGD-0026,216.8863,7.7941,2155.9674,50.1533,42.2842,882.0134,67.6012,16.6782,20.0,1,4,1
2024-01-01 01:36:50,SGD-0006,219.32,5.9281,1235.1396,50.0174,33.3063,15.0328,1.7684,98.0365,2.0,1,0,0
2024-01-01 06:23:35,SGD-0022,221.8026,6.0047,1265.2583,50.1854,36.6953,13.6257,1.3652,93.5582,0.0,1,0,0
2024-01-01 09:32:30,SGD-0048,221.8184,3.5366,745.2582,50.0,30.0,371.1883,10.2189,37.0752,10.0,1,7,1
2024-01-01 07:36:25,SGD-0042,219.9561,5.5463,1158.9535,50.1558,26.1914,23.1235,1.8587,94.0346,0.0,1,0,0
2024-01-01 01:19:05,SGD-0006,222.9581,4.9401,1046.3605,49.8341,32.5081,27.8119,0.0719,95.833,0.0,1,0,0
2024-01-01 07:30:50,SGD-0011,220.2263,4.8124,1006.8309,49.8975,27.2041,5.0734,0.3458,90.916,2.0,1,0,0
2024-01-01 06:19:20,SGD-0011,218.749,5.2959,1100.5546,49.8622,36.1461,9.428,1.959,94.8146,0.0,1,0,0
