voltage,current,power,frequency,temperature,latency,packet_loss,throughput,duplicate_packet,checksum_valid,authentication_fail,label
-0.1872797150676954,-0.31963603885322683,-0.29720030974027495,-0.0979934756512874,-0.38759304000804623,-0.40918187235757747,-0.4731074683714771,0.609405512789751,-0.42619054125539035,0.3194998847148901,-0.45166740409685313,2
-0.11563779529413126,-0.38165399653192,-0.3614524965280604,-0.15192935220208972,-0.17041305425048636,-0.4291884466381514,-0.5788565923834269,0.48950112553358754,-0.42619054125539035,0.3194998847148901,-0.45166740409685313,0
3.870626951036275,-0.9779104081599143,2.1974891325110772,0.08760101505037708,-0.6542501708526272,2.9577545780772727,1.7795544511046766,-1.2123818629655552,1.4354116045503003,-3.1298915831921574,1.4766809963593455,1
-0.1551382265667073,-0.42959146271706705,-0.42751321780440515,-0.01618756429826462,0.11684281260697682,-0.46991498771693435,-0.5856706362714341,0.6762262009383508,-0.42619054125539035,0.3194998847148901,-0.45166740409685313,0
4.267041178366099,-0.48721970945548543,-0.3890111912182507,5.39297312556081,1.239068551368034,3.365838159342108,2.049645064165576,-1.7777994616692552,1.551761738663156,0.3194998847148901,2.6336900366330647,1
-0.021739004153847018,-0.023581174019670907,0.10866658475774664,-0.0979934756512874,-0.5842101635528156,1.2714666225608753,1.1521524116664046,-0.7845824954845064,2.24986254334029,0.3194998847148901,0.3196719560856264,1
-0.06334923569725659,-0.30125697228667797,-0.2513697376543879,-0.11147744478898713,-0.04329065624412884,-0.5297757889647771,-0.4867776181468,0.6238024760442501,-0.542540675368246,0.3194998847148901,-0.45166740409685313,0
-0.12027834156291284,-0.29782418795276067,-0.25775868155770676,-0.07719777676990501,-0.8706552825281978,-0.4845668568106787,-0.572421106489198,0.6126135317758076,-0.542540675368246,0.3194998847148901,-0.45166740409685313,0
0.14978877219201964,0.204182547604626,-0.33708393688584387,0.6902964524939462,1.211072637776161,2.1237816797437783,2.5877179325720263,-2.058860026451917,4.576865225597404,0.3194998847148901,0.7053416361768661,1
-0.1872797150676954,-0.31963603885322683,-0.29720030974027495,-0.0979934756512874,-0.38759304000804623,-0.4048749467644631,-0.5469473081578751,0.474910252329772,-0.542540675368246,0.3194998847148901,-0.45166740409685313,2
