timestamp,device_id,voltage,current,power,frequency,temperature,latency,packet_loss,throughput,duplicate_packet,checksum_valid,authentication_fail,label
2024-01-01 04:27:15,SGD-0013,215.2739,6.1467,1157.068,50.104,38.094,35.34,0.18,97.02,0,1,0,0
2024-01-01 09:43:15,SGD-0018,224.283,5.3062,1143.4476,50.1515,41.037,12.56,0.78,93.34,0,1,0,0
2024-01-01 09:22:05,SGD-0029,223.933,4.5085,890.1779,50.2782,29.853,11.98,0.39,98.08,0,1,0,0
2024-01-01 01:12:00,SGD-0020,218.683,5.6779,887.3431,50.2493,25.274,16.0,0.2,93.91,0,1,0,0
2024-01-01 02:32:45,SGD-0001,221.3097,4.1643,963.9906,50.0247,25.718,10.2,0.19,85.97,1,1,0,0
2024-01-01 06:16:45,SGD-0016,226.5111,7.5356,1791.1635,50.1131,31.702,13.66,0.83,89.0,1,1,0,0
2024-01-01 11:35:20,SGD-0015,221.0121,7.4,962.9561,50.206,36.66,25.6,0.15,85.57,1,1,0,0
2024-01-01 09:15:40,SGD-0017,227.9046,3.6515,941.3259,50.1535,32.718,13.65,0.4,99.18,0,1,0,0
2024-01-01 05:13:10,SGD-0007,214.8992,2.9778,497.7315,49.9701,33.704,19.14,0.76,99.19,1,1,0,0
2024-01-01 10:47:30,SGD-0008,225.7322,7.1807,1328.0367,49.9566,28.55,24.81,0.28,96.14,1,1,0,0
2024-01-01 16:54:50,SGD-0019,219.6492,8.1463,1224.74,50.1475,30.117,17.17,0.24,97.58,1,1,0,0
2024-01-01 02:55:45,SGD-0015,215.4404,6.4305,1419.9813,49.8154,38.926,15.88,0.76,90.4,0,1,0,0
2024-01-01 14:34:10,SGD-0026,225.2006,7.5967,1536.0062,50.2874,25.874,19.81,0.25,98.64,0,1,0,0
2024-01-01 03:08:00,SGD-0050,220.7667,4.0644,876.6201,50.2164,36.142,9.03,0.09,87.0,0,1,0,0
2024-01-01 10:24:20,SGD-0003,223.7438,6.9844,816.8741,49.979,32.578,15.47,0.3,93.38,2,1,0,0
2024-01-01 09:03:10,SGD-0023,213.0449,7.4451,1051.7573,49.8794,37.28,11.3,0.36,99.55,0,1,0,0
2024-01-01 01:44:25,SGD-0018,220.4488,6.5842,1125.0154,49.7862,29.116,23.96,0.47,85.58,1,1,0,0
2024-01-01 07:36:45,SGD-0032,218.2561,7.429,1215.5253,49.827,25.561,16.67,0.16,99.71,0,1,0,0
2024-01-01 16:38:45,SGD-0037,214.5886,8.1719,1438.6212,50.2504,41.853,14.06,0.82,84.62,1,1,0,0
2024-01-01 12:07:05,SGD-0029,224.923,7.808,1517.4566,50.21,32.657,10.12,0.4,97.69,0,1,0,0
2024-01-01 02:29:05,SGD-0020,217.7108,5.8907,1164.9342,49.8159,34.33,6.57,0.47,96.41,0,1,0,0
2024-01-01 08:16:25,SGD-0008,222.7222,4.1738,845.4918,49.9494,38.989,25.48,0.32,92.5,0,1,0,0
2024-01-01 11:40:15,SGD-0030,218.769,5.0259,821.8505,50.0663,27.251,13.82,0.25,94.97,0,1,0,0
2024-01-01 03:02:50,SGD-0008,218.4174,6.9727,1614.3625,50.0285,30.543,29.37,0.6,87.91,0,1,0,0
2024-01-01 00:05:20,SGD-0040,218.3961,6.0101,1251.623,50.1717,31.587,20.58,0.16,92.85,1,1,0,0
2024-01-01 02:09:35,SGD-0014,214.5597,3.5999,674.8521,49.8063,28.158,16.84,0.25,91.9,0,1,0,0
2024-01-01 03:22:15,SGD-0046,222.3428,6.4133,1390.0922,50.222,28.549,34.78,0.63,96.81,0,1,0,0
2024-01-01 02:51:40,SGD-0002,209.1518,4.5512,786.2189,50.0427,29.612,10.23,0.13,92.92,0,1,0,0
2024-01-01 02:15:55,SGD-0033,216.2215,6.458,1178.9296,50.1235,39.247,20.22,0.28,91.67,1,1,0,0
2024-01-01 08:30:45,SGD-0015,222.15,3.509,829.14,49.7662,42.084,27.28,0.17,86.61,0,1,0,0
2024-01-01 12:35:10,SGD-0002,212.282,7.2062,1349.9288,50.0142,38.624,14.68,0.2,96.16,0,1,0,0
2024-01-01 08:15:15,SGD-0026,225.5338,8.0604,1687.185,49.958,28.027,18.96,0.31,93.7,0,1,0,0
2024-01-01 15:43:30,SGD-0041,219.1575,4.1828,947.2442,49.7597,35.414,24.74,0.51,97.71,2,1,0,0
2024-01-01 00:54:30,SGD-0041,213.3602,3.8018,816.7121,49.9842,28.009,12.91,0.71,95.79,1,1,0,0
2024-01-01 02:49:10,SGD-0038,223.753,7.4694,1549.0217,50.0897,28.06,14.01,0.22,95.11,2,1,0,0
2024-01-01 09:28:30,SGD-0041,219.462,7.0431,1569.5526,49.9105,31.51,17.49,0.29,98.39,1,1,0,0
2024-01-01 07:36:20,SGD-0001,226.0201,3.6733,670.5177,50.0934,28.508,10.81,0.25,88.86,2,1,0,0
2024-01-01 04:23:20,SGD-0041,215.072,6.3615,1248.5542,49.8533,40.87,23.59,0.45,91.24,1,1,0,0
2024-01-01 02:35:15,SGD-0002,208.3581,6.6328,1362.3583,50.0342,39.211,15.32,0.64,93.72,0,1,0,0
2024-01-01 10:04:45,SGD-0010,221.4685,3.2885,602.3376,49.7392,31.366,19.09,0.64,91.53,0,1,0,0
2024-01-01 07:21:45,SGD-0010,220.3461,4.2885,897.2638,50.1202,29.332,22.23,0.49,85.42,2,1,0,0
2024-01-01 03:14:25,SGD-0019,217.2732,3.9851,729.5587,50.1079,32.984,11.24,0.42,96.52,1,1,0,0
2024-01-01 14:32:55,SGD-0039,222.9801,7.0141,1226.0366,50.1531,39.921,15.02,0.31,88.16,2,1,0,0
2024-01-01 05:09:25,SGD-0003,219.7322,6.039,995.4822,49.8821,34.652,15.05,0.88,90.06,1,1,0,0
2024-01-01 14:19:05,SGD-0005,217.8256,7.6127,1552.4408,50.0571,28.455,9.34,0.19,94.82,1,1,0,0
2024-01-01 00:41:30,SGD-0036,215.8107,3.4523,585.4685,50.003,33.293,16.39,0.39,86.28,0,1,0,0
2024-01-01 04:35:05,SGD-0023,210.5969,3.9409,737.9414,50.1312,28.727,15.45,0.13,98.71,0,1,0,0
2024-01-01 10:46:20,SGD-0010,221.4192,5.762,702.2221,50.0948,32.564,19.34,0.24,99.77,1,1,0,0
2024-01-01 03:14:45,SGD-0046,222.0401,4.1765,1129.0812,49.712,29.984,17.18,0.64,86.9,0,1,0,0
2024-01-01 13:37:45,SGD-0049,234.0361,7.6113,1653.1496,50.0049,27.397,5.89,0.15,92.89,1,1,0,0
2024-01-01 11:48:45,SGD-0025,232.2294,4.5576,930.0701,49.9045,35.834,13.53,0.13,91.33,0,1,0,0
2024-01-01 16:19:20,SGD-0011,230.4849,4.6838,1053.7781,50.126,38.292,24.79,0.61,97.75,0,1,0,0
2024-01-01 02:40:25,SGD-0005,213.5421,5.2886,1213.104,49.7734,32.811,17.99,0.65,87.93,0,1,0,0
2024-01-01 16:36:25,SGD-0001,226.1083,3.243,537.9444,49.7765,32.962,17.35,0.47,91.33,0,1,0,0
2024-01-01 15:15:45,SGD-0023,216.1234,7.6124,1477.4244,50.0668,27.309,11.85,0.37,94.83,0,1,0,0
2024-01-01 03:17:30,SGD-0050,219.9702,6.9323,1347.4779,49.7611,36.628,29.4,0.23,86.89,0,1,0,0
2024-01-01 02:30:20,SGD-0018,220.7724,5.5116,961.7117,49.9499,29.142,16.7,0.82,86.56,0,1,0,0
2024-01-01 06:52:20,SGD-0039,221.2799,7.2302,1511.219,50.1495,26.551,16.07,0.74,85.53,0,1,0,0
2024-01-01 14:35:40,SGD-0024,230.4966,5.7555,1350.4073,49.8012,38.35,9.79,0.38,93.35,0,1,0,0
2024-01-01 07:31:25,SGD-0007,219.1085,6.8065,1414.0039,49.9269,33.993,20.73,0.19,87.7,0,1,0,0
2024-01-01 12:34:45,SGD-0046,224.2003,4.7269,887.1255,50.17,35.161,19.99,0.34,89.27,0,1,0,0
2024-01-01 03:14:05,SGD-0007,216.3814,6.5775,1158.1719,50.0225,32.413,25.12,0.31,94.81,0,1,0,0
2024-01-01 16:12:30,SGD-0045,223.3827,4.7763,1017.9444,49.9467,30.329,11.03,0.16,95.15,1,1,0,0
2024-01-01 10:29:50,SGD-0050,226.8354,5.3949,1119.2036,49.7237,31.066,21.35,0.34,87.98,0,1,0,0
2024-01-01 12:05:10,SGD-0006,221.5251,5.2308,911.5567,49.9082,36.011,14.99,0.35,97.02,1,1,0,0
2024-01-01 02:56:40,SGD-0050,221.7935,3.7683,760.8138,49.8833,41.582,21.57,0.13,94.26,0,1,0,0
2024-01-01 04:45:35,SGD-0020,219.895,5.3689,1006.7605,50.2805,32.835,14.68,0.3,88.31,0,1,0,0
2024-01-01 06:18:05,SGD-0012,219.8905,3.8048,545.1193,49.7464,23.278,25.9,0.3,91.07,1,1,0,0
2024-01-01 10:53:20,SGD-0050,222.9061,6.7904,1291.7355,50.2183,38.16,21.19,1.06,86.04,1,1,0,0
2024-01-01 12:18:50,SGD-0039,223.4356,3.898,776.9208,49.8432,27.103,11.34,0.25,94.2,0,1,0,0
2024-01-01 08:13:30,SGD-0023,214.9492,7.2457,1388.4938,49.9355,42.419,24.32,0.28,86.57,1,1,0,0
2024-01-01 13:57:10,SGD-0027,216.4621,4.7679,925.4078,49.7834,30.486,29.65,0.19,90.09,1,1,0,0
2024-01-01 16:37:15,SGD-0026,223.8017,7.2448,1131.7271,49.9405,36.841,21.76,0.76,93.48,0,1,0,0
2024-01-01 00:03:50,SGD-0007,213.4503,6.6956,1453.5233,50.2875,37.157,28.07,0.47,96.62,1,1,0,0
2024-01-01 08:30:40,SGD-0024,230.4194,7.6944,1538.8813,50.1108,35.091,36.94,0.17,86.78,1,1,0,0
2024-01-01 06:38:00,SGD-0039,221.0396,8.0053,1436.1136,50.2806,30.167,17.54,0.32,92.13,0,1,0,0
2024-01-01 08:00:45,SGD-0011,230.3146,7.1262,1838.0742,50.0196,30.932,13.25,0.3,93.79,1,1,0,0
2024-01-01 01:33:15,SGD-0030,212.7519,4.3236,849.4142,50.1517,32.288,12.35,0.23,88.36,2,1,0,0
2024-01-01 05:29:25,SGD-0041,217.597,5.8943,1385.3195,49.7102,34.463,11.24,0.53,99.63,0,1,0,0
2024-01-01 09:07:00,SGD-0032,220.9671,4.439,890.0365,50.1612,36.097,20.12,0.15,96.49,0,1,0,0
2024-01-01 05:24:30,SGD-0016,225.2248,3.5882,815.5948,50.0202,26.727,12.89,0.35,87.96,2,1,0,0
2024-01-01 07:47:20,SGD-0045,223.6004,4.71,836.1268,50.1124,29.804,14.92,0.18,92.01,1,1,0,0
2024-01-01 01:28:15,SGD-0020,217.6043,6.5958,1244.7821,50.0843,21.42,20.68,1.01,91.08,1,1,0,0
2024-01-01 05:02:35,SGD-0038,222.9197,5.0546,922.9142,49.7087,25.393,17.25,0.7,94.43,0,1,0,0
2024-01-01 06:55:30,SGD-0030,215.3477,3.2557,400.2998,49.9594,23.117,12.31,0.12,86.61,2,1,0,0
2024-01-01 09:23:50,SGD-0011,229.9049,7.063,1417.4793,49.7953,29.532,13.11,0.34,93.64,0,1,0,0
2024-01-01 08:34:35,SGD-0011,229.7299,6.0258,1097.333,50.222,28.524,18.26,0.29,97.54,0,1,0,0
2024-01-01 12:13:45,SGD-0037,217.8659,3.4442,738.554,49.7513,31.396,21.81,0.14,85.62,0,1,0,0
2024-01-01 04:34:25,SGD-0032,217.6288,6.9267,1307.1303,49.7307,24.82,11.96,0.3,96.62,0,1,0,0
2024-01-01 00:24:00,SGD-0023,211.6406,4.9759,699.6742,50.0398,40.099,13.69,0.23,99.12,1,1,0,0
2024-01-01 03:11:05,SGD-0003,218.9252,6.6426,1834.2065,50.1138,24.883,11.11,0.75,97.89,0,1,0,0
2024-01-01 05:04:25,SGD-0040,219.2865,4.2656,791.0662,49.9339,30.859,8.24,0.5,98.02,0,1,0,0
